organization,linkedin,position,startDate,endDate,status,department,seniority,person_id
Bosch,https://www.linkedin.com/company/bosch,Konstrukteur,2018-06,2024-01,INACTIVE,Other,Professional,297
Bosch,https://www.linkedin.com/company/bosch,Konstrukteur,2008-02,2018-05,INACTIVE,Other,Professional,297
Bosch,https://www.linkedin.com/company/bosch,Mechatroniker,2003-02,2008-01,INACTIVE,Other,Professional,297
Bosch,https://www.linkedin.com/company/bosch,Mechatroniker,1999-09,2003-01,INACTIVE,Other,Professional,297
Daimler Buses GmbH,https://www.linkedin.com/company/daimlerbuses,Projektleiter in der Engineering IT,2022-10,,ACTIVE,Information Technology,Lead,298
Daimler Buses GmbH,https://www.linkedin.com/company/daimlerbuses,Dualer Student Digital Business Management,2019-09,2022-10,INACTIVE,Marketing,Junior,298
Evidentia bv,,Sales & Marketing Management,2010-01,,ACTIVE,Other,Professional,299
Jaguar Land Rover Belux,https://www.linkedin.com/company/jaguar-land-rover_1,Retail Marketing Management,2018-01,,ACTIVE,Marketing,Professional,299
A major automotive group,,Group Marketing Management Project,2018,2019,INACTIVE,Other,Professional,299
Propulsion Systems - House of Duratech,https://www.linkedin.com/company/propulsion-systems-bv,Sales & Marketing Manager,2016,2017,INACTIVE,Other,Professional,299
Green Force - manufacturer - Modular lighting systems for rec & pro applications,,Sales & Marketing Director,2009,2014,INACTIVE,Other,Director,299
Green Force - manufacturer - Modular lighting systems for rec & pro applications,,Sales Manager,2002,2008,INACTIVE,Sales,Professional,299
Weber Bürstensysteme GmbH,https://www.linkedin.com/company/weber-bürstensysteme-gmbh,Außendienstspezialist,,,UNKNOWN,Sales,Professional,300
blueReport (cognita AG),https://www.linkedin.com/company/cognita-ag,Ruby Fullstack Developer,2022-10,,ACTIVE,Information Technology,Professional,301
CARL,https://www.linkedin.com/company/carl-finance,Head of Engineering,2021-09,2022-10,INACTIVE,Information Technology,Lead,301
CARL,https://www.linkedin.com/company/carl-finance,Lead Developer,2019-01,2021-08,INACTIVE,Information Technology,Lead,301
unemployed,,Sabbatical; Parenting my newborn (Elternzeit),2018-11,2018-12,INACTIVE,Other,Professional,301
plusforta GmbH,,CTO,2012-04,2018-10,INACTIVE,Information Technology,Management,301
w2on,,Software-Entwickler,2011-01,2011-12,INACTIVE,Information Technology,Professional,301
Universität Leipzig - Lehrstuhl für Betriebliche Informationssysteme (BIS),,undergrad. student labour,2007-08,2010-09,INACTIVE,Other,Junior,301
Fischer-Plastik GesmbH,,CEO,1990-04,,ACTIVE,Other,Management,302
EQUANS France,https://www.linkedin.com/company/equans-france,Chef de projet senior,2021-07,,ACTIVE,Project Management,Senior,303
ENGIE Axima Clean et Process Solutions,https://www.linkedin.com/company/engie-solutions,Responsable Projets HVAC Clean et Process Solutions,2016-08,2021-06,INACTIVE,Project Management,Lead,303
BILLON SAS,https://www.linkedin.com/company/billon-sas,Chargé d'affaires CVC,2007-01,2016-07,INACTIVE,Sales,Professional,303
FITEC Energy,https://www.linkedin.com/company/fitec-energy,Développeur,2005-09,2006-02,INACTIVE,Information Technology,Professional,303
SPIE,https://www.linkedin.com/company/spie_2,Responsable d’affaires,2002-09,2005-07,INACTIVE,Sales,Lead,303
TECHNOLAIR SERVICES,,Chargé d’affaires CVC,2000-01,2002-08,INACTIVE,Sales,Professional,303
AXIMA CONTRACTING,,Technicien d'études puis Chargé d’affaires CVC,1995-01,2000-01,INACTIVE,Other,Professional,303
Eckerle Holding GmbH & Co. KG,,Kaufmännischer Leiter,,,UNKNOWN,Administrative,Lead,304
Adform,https://www.linkedin.com/company/adform,Country Manager Czech Republic and Slovakia,2020-03,,ACTIVE,Other,Lead,305
Adform,https://www.linkedin.com/company/adform,Executive Director at Adform s.r.o.,2018-11,,ACTIVE,Other,Director,305
Adform,https://www.linkedin.com/company/adform,"Commercial Director Czech Republic, Slovakia and the Balkans",2017-05,2020-02,INACTIVE,Sales,Director,305
Adform,https://www.linkedin.com/company/adform,"Business Development Director CZ, SK, SI, CR, SRB, BIH, MNE",2013-12,2017-04,INACTIVE,Business Development,Director,305
Economia,https://www.linkedin.com/company/economia,Head of Online Sales,2012-02,2013-11,INACTIVE,Sales,Lead,305
"ARBOinteractive, spol. s r.o.",https://www.linkedin.com/company/arbointeractive,Sales & Marketing Director,2010-09,2011-10,INACTIVE,Other,Director,305
"GLOBAL INSPIRATION, s.r.o. (Stream.cz)",https://www.linkedin.com/company/global-inspiration-s.r.o.---stream.cz,Sales Director,2009-06,2010-06,INACTIVE,Sales,Director,305
ARBOmedia,https://www.linkedin.com/company/arbomedia,Sales Director,2008-02,2009-02,INACTIVE,Sales,Director,305
ARBOmedia,https://www.linkedin.com/company/arbomedia,Head Of TV Sales,2006-01,2008-01,INACTIVE,Sales,Lead,305
ARBOmedia,https://www.linkedin.com/company/arbomedia,TV Front Office,2003-03,2005-12,INACTIVE,Other,Professional,305
Petrská reklamní a mediální s.r.o.,,Account Manager,1998-11,2003-03,INACTIVE,Sales,Professional,305
Mediatel s.r.o.,,Marketing assistant,1996-06,1998-10,INACTIVE,Marketing,Junior,305
Mediatel s.r.o.,,Sales manager,1994-08,1996-05,INACTIVE,Sales,Professional,305
Selbstständig,,Unternehmensinhaber,,,UNKNOWN,Other,Management,306
Yatego GmbH,https://www.linkedin.com/company/yatego-gmbh,Geschäftsführer,2017-01,,ACTIVE,Other,Management,307
Yatego GmbH,https://www.linkedin.com/company/yatego-gmbh,Head of Account Management,2013-04,,ACTIVE,Sales,Lead,307
Yatego GmbH,https://www.linkedin.com/company/yatego-gmbh,Teamlead Tech-Support,2009-01,2013-04,INACTIVE,Customer Support,Lead,307
Yatego GmbH,https://www.linkedin.com/company/yatego-gmbh,Support Agent,2006-06,2009-01,INACTIVE,Customer Support,Professional,307
AYRES Composite Panels,https://www.linkedin.com/company/ayres-composite-panels,Group CEO,2018-07,,ACTIVE,Other,Management,308
AYRES Composite Panels,https://www.linkedin.com/company/ayres-composite-panels,CEO,2016-04,2018-06,INACTIVE,Other,Management,308
AYRES Composite Panels,https://www.linkedin.com/company/ayres-composite-panels,Head of International Sales & Marketing,2012-07,2016-03,INACTIVE,Sales,Lead,308
At home,https://www.linkedin.com/company/work-from-home-jobs-uk,Sabbatical,2011-09,2012-06,INACTIVE,Other,Professional,308
3A Composites (formerly Alcan Composites | RioTinto Alcan),,Director Business Development & Strategy EMEA | Brazil | Australia,2008-08,2011-08,INACTIVE,Business Development,Director,308
Saint-Gobain Rigips Austria,https://www.linkedin.com/company/saint-gobain,Sales Controller Austria | CEE & Strategic Project Manager,2006-05,2008-07,INACTIVE,Project Management,Professional,308
Australia Experience,,International Experience,2005-01,2006-02,INACTIVE,Other,Professional,308
Sto AG,https://www.linkedin.com/company/sto-ag,Sales Controller International,2002-10,2004-12,INACTIVE,Sales,Professional,308
petrichor GmbH,https://www.linkedin.com/company/petrichor-gmbh,Associate Consultant,2024-10,2024-12,INACTIVE,Consulting,Junior,309
1. Zentrum für Traditionelle Europäische Medizin in Bad Kreuzen,,"Stellv. Betriebsleiter, Therapieleiter und FOL",2008-03,2024-03,INACTIVE,Other,Lead,309
Thames Valley Children's Centre,https://www.linkedin.com/company/thames-valley-children's-centre,"Director, Finance and Information Technology",2018,,ACTIVE,Other,Director,310
"Tillsonburg District Memorial Hospital | Alexandra Hospital, Ingersoll",,Vice President & Chief Financial Officer,2004,2018,INACTIVE,Other,Management,310
Tillsonburg District Memorial Hospital,,Financial Officer,1998,2004,INACTIVE,Other,Professional,310
Johnson Controls,,Plant Controller | Cost Accountant,1992,1998,INACTIVE,Other,Professional,310
Abschleppdienst Potsdam Nord Süd gmbh,,Bergungsleiter,2004-04,,ACTIVE,Other,Lead,311
Porsche,https://www.linkedin.com/company/porsche-ag,Versuchsträgerverantwortlicher,,,UNKNOWN,Other,Professional,312
Yorizon Cloud,https://www.linkedin.com/company/yorizon-cloud,Co-CEO,2024-06,,ACTIVE,Other,Management,313
SCHWEINAR CONSULTING,https://www.linkedin.com/company/schweinar-consulting,Founder,2017-12,,ACTIVE,Other,Management,313
Dorsch Gruppe,https://www.linkedin.com/company/dorsch-global,Managing Director,2018-02,2024-05,INACTIVE,Other,Management,313
DB Engineering & Consulting GmbH,https://www.linkedin.com/company/db-engineering-consulting,CFO,2012-11,2018-01,INACTIVE,Other,Management,313
HOCHTIEF Concessions AG,https://www.linkedin.com/company/hochtief,Executive Director,2003-05,2012-10,INACTIVE,Other,Management,313
Viterra Baupartner AG,,Director Finance,1993-10,2003-04,INACTIVE,Other,Director,313
Airbus,https://www.linkedin.com/company/airbusgroup,Aircraft Physical Security Expert,2006-10,,ACTIVE,Other,Senior,314
Airbus Defense and Space,,Ariane 5 Attitute Control System (SCA) development Leader,2004-06,2006-10,INACTIVE,Information Technology,Lead,314
Airbus Defense & Space,,Procurement Engineer on ESA/ATV space program,2003-01,2004-06,INACTIVE,Purchasing,Professional,314
Thales,https://www.linkedin.com/company/thales,Test Engineer (Mechanic & Thermic),2002-06,2003-01,INACTIVE,Information Technology,Professional,314
ALCATEL SPACE / THALES,https://www.linkedin.com/company/alcatel-space-thales,Satellite payload Development and Industrialisation Engineer,2000-12,2002-06,INACTIVE,Information Technology,Professional,314
Nokia,https://www.linkedin.com/company/nokia,Director Maintenance Service Management national and international,2009-01,2016-11,INACTIVE,Other,Director,315
BASF,https://www.linkedin.com/company/basf,General Manager,1994-10,,ACTIVE,Other,Management,316
Elastogran,,Marketing-Controller,1994-10,1997-06,INACTIVE,Marketing,Professional,316
Dentalteam Zahntechnik GmbH,https://www.linkedin.com/company/dentalteam-zahntechnik-gmbh,Zahntechniker,,,UNKNOWN,Other,Professional,317
FNZ Bank SE,,Head of Regulatory Projects,2023-09,,ACTIVE,Consulting,Lead,318
Konnektiv Consulting,https://www.linkedin.com/company/konnektiv-consulting,Founder and owner,2013-10,2023-08,INACTIVE,Other,Management,318
LHI Leasing GmbH,,"Director IT, Organisation, Strategic Corporate Development",2004-02,2013-09,INACTIVE,Information Technology,Director,318
Accenture,https://www.linkedin.com/company/accenture,Management Consultant,1990-11,2003-12,INACTIVE,Consulting,Professional,318
GBOH Technology,https://www.linkedin.com/company/gboh-technologies,Owner,2021-07,,ACTIVE,Other,Management,319
Syrena Real Estate,https://www.linkedin.com/company/syrena-re,Financial Analyst,2024-10,,ACTIVE,Other,Professional,320
Merck Group,https://www.linkedin.com/company/merck-group,Junior HR Services & Resolution specialist with French,2024-05,2024-09,INACTIVE,Human Resources,Junior,320
Allter Power Sp. z o.o.,,Intern,2023-09,2023-12,INACTIVE,Other,Junior,320
Akademia Surfingu & Deskorolki,,Instruktor surfingu,2023-06,2023-08,INACTIVE,Other,Professional,320
Akademia Surfingu & Deskorolki,,Instruktor surfingu,2022-06,2022-08,INACTIVE,Other,Professional,320
Tandem 50,,Mentor,2017-07,,ACTIVE,Other,Senior,321
.,,Started into the Golden Years and have unlimited time for enjoy my life.,2018-10,2022-12,INACTIVE,Other,Professional,321
Consulting GT Engineering and Project Management,,Owner,2016-10,2020-10,INACTIVE,Other,Management,321
Pumilia AG,,General Manager Pumilia Turbine Services & Project Management,2015-12,2016-09,INACTIVE,Project Management,Management,321
Pumilia AG,,Overall Construction Manager Turbines OCM Turbines,2015-10,2015-11,INACTIVE,Other,Professional,321
Alstom Power,https://www.linkedin.com/company/alstom-power,Technical Service Manager,2015-01,2015-09,INACTIVE,Customer Support,Professional,321
ALGEC GT Services,,Head of Project Management & Engineering Department,2014-01,2014-12,INACTIVE,Project Management,Lead,321
Alstom (Switzerland) Ltd,https://www.linkedin.com/company/alstom-power,Sr.Project Manager,2000-04,2013-12,INACTIVE,Project Management,Senior,321
ABB,https://www.linkedin.com/company/abb,GT Service Engineer for Thermal Block and Auxiliary,1993-06,2000-03,INACTIVE,Information Technology,Professional,321
ABB,https://www.linkedin.com/company/abb,GT Service Engineer for Thermal Block & Auxiliary,1992-05,1993-05,INACTIVE,Information Technology,Professional,321
ABB,https://www.linkedin.com/company/abb,GT Service Engineer,1989-10,1992-04,INACTIVE,Information Technology,Professional,321
ABB,https://www.linkedin.com/company/abb,GT Service Engineer,1989-04,1989-09,INACTIVE,Information Technology,Professional,321
Brown Boveri & Cie,,Service Engineer for GT Blading,1984-04,1989-03,INACTIVE,Information Technology,Professional,321
Brown Boveri & Cie,,Engineer for GT and Compressor Blading,1981-04,1984-03,INACTIVE,Information Technology,Professional,321
Brown Boveri Turbomachinery Inc.,,Engineer for GT-Blading,1978-09,1981-03,INACTIVE,Information Technology,Professional,321
Brown Boveri Sulzer AG Winterthur,,Engineer for Air Cooled GT Blading,1975-04,1978-08,INACTIVE,Other,Professional,321
Interstarch,https://www.linkedin.com/company/interstarch-ukraine,Vertriebsingenieur,2024-10,,ACTIVE,Sales,Professional,322
Winback GmbH,https://www.linkedin.com/company/winback-gmbh,Beratung/Vertrieb WinBack GmbH,2023-05,2024-10,INACTIVE,Consulting,Professional,322
Bäckerei Voigt,https://www.linkedin.com/company/bäckerei-voigt,Geschäftsführer Bäckerei Voigt,2022-09,2023-05,INACTIVE,Other,Management,322
WinBack GmbH,,"Anwendungsberatung und Vertrieb, Vertriebsbüro Ost, WinBack GmbH",2021-11,2022-09,INACTIVE,Sales,Professional,322
Meister Bäcker GmbH,https://www.linkedin.com/company/meister-bäcker-gmbh,Gesamtproduktionsleiter,2019-08,2021-09,INACTIVE,Other,Lead,322
Handelsvertretung Roman Weiß,,Inhaber,2010-08,2016-03,INACTIVE,Other,Management,322
Backerhaus Veit,,Production Supervisor,2006-12,2007-07,INACTIVE,Other,Lead,322
"Artisan bakke Shoppe, Vancouver",,Prodution Manager,2000-09,2002-12,INACTIVE,Administrative,Professional,322
Westfälisches Energieinstitut,,Professor im Ruhestand,2023-03,,ACTIVE,Other,Professional,323
Westfälisches Energieinstitut,,Vorstandsmitglied,2001-12,,ACTIVE,Other,Management,323
Westfälische Hochschule,,Professor,1996-05,2023-02,INACTIVE,Other,Professional,323
Westfälische Hochschule,,Leiter des Labors für Hochspannungs- und Hochleistungspulstechnik,1996-05,2023-02,INACTIVE,Other,Lead,323
Westfälische Hochschule,,Studiengangsprecher des Masterstudiengangs Energiesystemtechnik,2004-04,2008-02,INACTIVE,Other,Lead,323
ProPuls GmbH,https://www.linkedin.com/company/propuls-gmbh,Vorstandsmitglied,1998-06,2009-06,INACTIVE,Other,Management,323
Qumon,,Freier Mitarbeiter,2007-11,2008-12,INACTIVE,Consulting,Professional,323
International Society on Pulsed Power Applications,,Vorsitzender,1997-07,2008-07,INACTIVE,Other,Management,323
Product Creation Services GbR,,Freier Mitarbeiter,1998-03,2000-03,INACTIVE,Consulting,Professional,323
TZN Forschungs- und Entwicklungszentrum Unterlüß GmbH/Rheinmetallforschung GmbH,,Stellvertretender Leiter der Abteilung Hochleistungspulstechnik,1994-11,1996-04,INACTIVE,Other,Lead,323
TZN Forschungs- und Entwicklungszentrum Unterlüß GmbH/Rheinmetallforschung GmbH,,Fachgebietsleiter Hochenergiesysteme,1988-05,1994-10,INACTIVE,Other,Lead,323
TZN Forschungs- und Entwicklungszentrum Unterlüß GmbH/Rheinmetallforschung GmbH,,Wissenschaftlicher Angestellter,1987-04,1988-03,INACTIVE,Other,Professional,323
"TU Braunschweig, Institut für Hochspannungstechnik",,Wissenschaftlicher Mitarbeiter,1983-04,1987-03,INACTIVE,Other,Professional,323
Grub Brugger & Partner Rechtsanwälte,,Rechtsanwalt,,,UNKNOWN,Other,Professional,324
Liebherr Group,https://www.linkedin.com/company/liebherr,Vedoucí pobočky Popůvky,2024-01,,ACTIVE,Administrative,Lead,325
Liebherr Group,https://www.linkedin.com/company/liebherr,Vedoucí logistiky zemních strojů,2021-01,2023-12,INACTIVE,Other,Lead,325
Liebherr Group,https://www.linkedin.com/company/liebherr,Disponent věžových jeřábů,2019-08,2020-12,INACTIVE,Other,Professional,325
CLAAS,https://www.linkedin.com/company/claas,Stážista,2019-03,2019-07,INACTIVE,Other,Junior,325
Strukton System,,Lead engineer,,,UNKNOWN,Information Technology,Lead,326
Strukton,,Lead engineer/ groepscoordinator,1999,,ACTIVE,Information Technology,Lead,326
Raff Sanitär GmbH,https://www.linkedin.com/company/raff-sanitär-gmbh,Geschäftsfüherer,1994-01,,ACTIVE,Other,Management,327
Landeshauptstadt Mainz,https://www.linkedin.com/company/landeshauptstadt-mainz,"Dezernat für Wirtschaft, Stadtentwicklung, Liegenschaften und Ordnungswesen - Büroleitung/Referent",2019-02,,ACTIVE,Other,Lead,328
CDU-Stadtratsfraktion Mainz,,Fraktionsgeschäftsführer,2009-09,2019-02,INACTIVE,Other,Management,328
Kirchenbote - Wochenzeitung des Bistums Osnabrück,,Freier Mitarbeiter (Journalismus),2007-04,2009-08,INACTIVE,Other,Professional,328
Ems-Zeitung /Neue Osnabrücker Zeitung,,Freier Mitarbeiter (Journalismus),2006-09,2009-08,INACTIVE,Other,Professional,328
Büro der CDU-Bundestagsabgeordneten Gitta Connemann,,Studentischer Mitarbeiter,2006-10,2007-03,INACTIVE,Other,Junior,328
Büro der CDU-Bundestagsabgeordneten Gitta Connemann,,Praktikant,2006-02,2006-04,INACTIVE,Other,Junior,328
Deutsches Generalkonsulat,,Praktikant,2003-07,2003-10,INACTIVE,Other,Junior,328
CETIN Serbia,https://www.linkedin.com/company/cetin-serbia,Senior Enterprise IT Systems Specialist,2024-04,,ACTIVE,Information Technology,Senior,329
CETIN Serbia,https://www.linkedin.com/company/cetin-serbia,Enterprise IT Systems Specialist,2022-06,2024-04,INACTIVE,Information Technology,Professional,329
CETIN Serbia,https://www.linkedin.com/company/cetin-serbia,Database Systems Specialist,2021-12,2022-06,INACTIVE,Information Technology,Professional,329
CETIN Serbia,https://www.linkedin.com/company/cetin-serbia,IT Infrastructure Planning Specialist,2020-07,2021-12,INACTIVE,Information Technology,Professional,329
Telenor Common Operation,https://www.linkedin.com/company/telenor-common-operation,IT Infrastructure Planning Specialist,2019-05,2020-07,INACTIVE,Information Technology,Professional,329
Bosch Srbija,https://www.linkedin.com/company/bosch-srbija,IT Support Specialist - Intern,2018-02,2018-11,INACTIVE,Information Technology,Junior,329
Botilbuddet Katrinebjerg,,Vikar,2024-11,,ACTIVE,Other,Junior,330
Mor Anna,https://www.linkedin.com/company/mor-anna,Servicemedarbejder,2023-05,2024-12,INACTIVE,Customer Support,Professional,330
headspace,https://www.linkedin.com/company/headspaceau,Frivillig,2022-09,2024-06,INACTIVE,Other,Junior,330
Det Sociale Netværk,https://www.linkedin.com/company/detsocialenetvaerk,Lokalkoordinator,2023-01,2023-10,INACTIVE,Administrative,Lead,330
OUH,https://www.linkedin.com/company/ouh,Husassistent,2020-11,2022-08,INACTIVE,Administrative,Junior,330
Haahrs Skole,https://www.linkedin.com/company/haahrs-skole,Lærervikar,2017-08,2019-06,INACTIVE,Other,Junior,330
XL-Byg Jens Schultz,,Kassemedarbejder,2015-08,2018-01,INACTIVE,Other,Professional,330
Rescop,https://www.linkedin.com/company/rescop-b.v.,General Manager,2023-01,,ACTIVE,Other,Management,331
Rescop,https://www.linkedin.com/company/rescop-b.v.,Chief Financial Officer,2019-07,2023-01,INACTIVE,Other,Management,331
Rescop,https://www.linkedin.com/company/rescop-b.v.,VP Business Development - Consultancy & Training,2018-03,2019-07,INACTIVE,Business Development,Management,331
Rescop,https://www.linkedin.com/company/rescop-b.v.,Corporate Director Business Development,2016-07,2018-03,INACTIVE,Business Development,Director,331
Mutsaerts BV,https://www.linkedin.com/company/mutsaerts,Senior Account Manager,2007-10,2016-06,INACTIVE,Sales,Senior,331
Schouten Zekerheid,https://www.linkedin.com/company/schoutenzekerheid,Accountmanager MKB,2003,2006,INACTIVE,Sales,Professional,331
MBN Bemiddeling,,Intern Accountmanager Schadeverzekeringen,2002,2003,INACTIVE,Sales,Junior,331
Schouten Zekerheid,https://www.linkedin.com/company/schoutenzekerheid,Schadebehandelaar,2001,2002,INACTIVE,Other,Professional,331
AKD,https://www.linkedin.com/company/akdbeneluxlawfirm,Student Stagiair,2001,2001,INACTIVE,Other,Junior,331
"GROB Systems, Inc",https://www.linkedin.com/company/grob-systems-inc,Chief Sales Officer (CSO),2024-01,,ACTIVE,Sales,Management,332
GROB Machine Tools (China) Co. Ltd.,,Vice President Sales & Member of the Board,2020-08,2023-12,INACTIVE,Sales,Management,332
GROB Machine Tools (China) Co. Ltd.,,Vice President Sales,2019-06,2020-08,INACTIVE,Sales,Management,332
GROB Machine Tools (China) Co. Ltd.,,Senior Manager Key Account Management International,2019-01,2019-06,INACTIVE,Sales,Senior,332
GROB-WERKE GmbH & Co. KG,https://www.linkedin.com/company/grob-werke-gmbh-&-co-kg,Manager Key Account Management International,2018-01,2018-12,INACTIVE,Sales,Professional,332
GROB-WERKE GmbH & Co. KG,https://www.linkedin.com/company/grob-werke-gmbh-&-co-kg,Deputy Head of Sales International Markets,2016-02,2017-12,INACTIVE,Sales,Lead,332
GROB-WERKE GmbH & Co. KG,https://www.linkedin.com/company/grob-werke-gmbh-&-co-kg,Key-Account-Manager,2012-10,2016-02,INACTIVE,Sales,Professional,332
GROB-WERKE GmbH & Co. KG,https://www.linkedin.com/company/grob-werke-gmbh-&-co-kg,Assistant to the Director Proposal Department,2010-10,2012-09,INACTIVE,Administrative,Junior,332
GROB-WERKE GmbH & Co. KG,https://www.linkedin.com/company/grob-werke-gmbh-&-co-kg,Proposal Engineer,2008-02,2010-10,INACTIVE,Sales,Professional,332
Nestlé Waters Deutschland GmbH,,Key Account Manager,2006-09,,ACTIVE,Sales,Professional,333
Intersnack,https://www.linkedin.com/company/intersnack-bulgaria,Regionaler Key Account Manager,2002-06,2006-08,INACTIVE,Sales,Professional,333
Sleeping Bird,,Selbstständig,2019-05,,ACTIVE,Other,Professional,334
Verkehrsbetriebe St.Gallen,,Projektleiter,2018-03,,ACTIVE,Project Management,Lead,334
Variosystems,https://www.linkedin.com/company/variosystems,Account-Manager,2017-11,2018-01,INACTIVE,Sales,Professional,334
Sabbatical,https://www.linkedin.com/company/iamthat,Auslandaufenthalt,2016-09,2017-06,INACTIVE,Other,Professional,334
SWiBi AG,https://www.linkedin.com/company/swibi-ag,Projektleiter,2013-10,2016-10,INACTIVE,Project Management,Lead,334
EKT AG,https://www.linkedin.com/company/ekt-ag,Projektleiter Elektrotechnik,2008-05,2013-09,INACTIVE,Project Management,Lead,334
D18 Partners,,Project Manager,2023-01,,ACTIVE,Project Management,Professional,335
"Asplundh Tree Expert, LLC",https://www.linkedin.com/company/asplundhtree,Fleet Telematics System Administrator,2017-05,2022,INACTIVE,Information Technology,Professional,335
"Asplundh Tree Expert, LLC",https://www.linkedin.com/company/asplundhtree,Asplundh Tree Expert - Project Manager,2011-01,2017-05,INACTIVE,Project Management,Professional,335
"Telogis, A Verizon Company",https://www.linkedin.com/company/telogis,Account Manager,2007,2011,INACTIVE,Sales,Professional,335
Metal Systems,,Strategic Account Manager,2002,2007,INACTIVE,Sales,Professional,335
Self-employed,,Business Development Consultant,1999,2002,INACTIVE,Consulting,Professional,335
Tycom,,Manufacturing Engineer - Business Development,1990,1999,INACTIVE,Business Development,Professional,335
Aero-DDL,,Process Engineering Manager,1989-01,1990,INACTIVE,Information Technology,Professional,335
Texas Instruments,https://www.linkedin.com/company/texas-instruments,Mechanical Process Engineer,1983,1989,INACTIVE,Information Technology,Professional,335
Université du Maine-Le Mans-Laval,,Enseignant,2013-09,,ACTIVE,Other,Professional,336
AgriCampus Laval,https://www.linkedin.com/company/agricampus-laval,Enseignant,1996-09,2013-09,INACTIVE,Other,Professional,336
ENFA Toulouse,,Enseignant Stagiaire,1995-09,1996-09,INACTIVE,Other,Junior,336
Armée de Terre,https://www.linkedin.com/company/armee-de-terre,Service National,1994-04,1995-02,INACTIVE,Other,Professional,336
Education nationale,https://www.linkedin.com/company/oiquem-sarl,Enseignant contractuel,1992-09,1994-04,INACTIVE,Other,Professional,336
Metalltechnik Schmidt GmbH & Co.,https://www.linkedin.com/company/metalltechnik-schmidt-gmbh-&-co-,Metallbearbeiter,,,UNKNOWN,Other,Professional,337
Eviden,https://www.linkedin.com/company/eviden,Senior Account Manager Public Sector,2023-05,,ACTIVE,Sales,Senior,338
Atos Information Technology GmbH,,Senior Account Manager Öffentliche Auftraggeber,2017-08,2023-05,INACTIVE,Sales,Senior,338
Atos IT Solutions and Services GmbH,,Senior Account Manager Public Sector,2012-01,2017-07,INACTIVE,Sales,Senior,338
Atos IT Solutions and Services GmbH,,Senior Account Manager Healthcare,2011-07,2011-12,INACTIVE,Sales,Senior,338
Siemens IT Solutions and Services GmbH,,Vertrieb Assignio (HealthVault) Gesundheitsplattform,2010-10,2011-06,INACTIVE,Sales,Professional,338
Siemens AG Siemens IT Solutions and Services,,Senior Account Manager Healthcare,2008-11,2010-10,INACTIVE,Sales,Senior,338
Siemens AG Siemens IT Solutions and Services,,Account Manager Public Sector und GKV,2005-02,2010-10,INACTIVE,Sales,Professional,338
senas GmbH,,Key Account Manager,2004-06,2004-11,INACTIVE,Sales,Professional,338
Norman Data Defense Systems GmbH,,Geschäftsführer,2000-02,2004-03,INACTIVE,Other,Management,338
Norman Data Defense Systems GmbH,,Vertriebsleiter,1995-06,2000-01,INACTIVE,Sales,Lead,338
ThyssenKrupp AG,https://www.linkedin.com/company/thyssenkrupp,Senior Consultant Procurement Excellence,2022-08,,ACTIVE,Consulting,Senior,339
ThyssenKrupp AG,https://www.linkedin.com/company/thyssenkrupp,Global Cluster Manager Procurement,2017-02,2022-11,INACTIVE,Purchasing,Professional,339
AdientLtd. & Co.KG,,Senior Commodity Manager Specialist,2016-06,2016-10,INACTIVE,Purchasing,Senior,339
Johnson Controls GmbH,,Senior Commodity Manager Specialist,2009-09,2016-05,INACTIVE,Purchasing,Senior,339
Wilhelm Karmann GmbH,https://www.linkedin.com/company/wilhelm-karmann-gmbh,Leiter Einkauf Metall,1990-01,2009-08,INACTIVE,Purchasing,Lead,339
Verwaltungs & Wirtschaftsakademie,,Dipl.-Betriebswirt,1989-08,1992-07,INACTIVE,Other,Professional,339
Anwaltskanzlei Heinemann,https://www.linkedin.com/company/anwaltskanzlei-heinemann,Rechtsanwalt,1995-07,,ACTIVE,Other,Professional,340
Anwaltskanzlei Heinemann,https://www.linkedin.com/company/anwaltskanzlei-heinemann,Rechtsanwalt,1976-01,,ACTIVE,Other,Professional,340
Wipotec,https://www.linkedin.com/company/wipotec,Commercial Service Manager,2023-07,,ACTIVE,Customer Support,Professional,341
Wipotec,https://www.linkedin.com/company/wipotec,Teamleitung - Ersatzteile,2019-07,,ACTIVE,Purchasing,Lead,341
Wipotec,https://www.linkedin.com/company/wipotec,Teamleitung - Ersatzteile / Umbauten,2019-07,2023-12,INACTIVE,Purchasing,Lead,341
Wipotec,https://www.linkedin.com/company/wipotec,Aftersales Service Assistentin,2015-08,2019-06,INACTIVE,Customer Support,Junior,341
TNT,https://www.linkedin.com/company/tnt,Kauffrau für Spedition- und Logistikdienstleistung,2012-08,2015-07,INACTIVE,Other,Professional,341
Bayer,https://www.linkedin.com/company/bayer,Head of CapEx Delivery Management and Planning Site Leverkusen,2025-01,,ACTIVE,Project Management,Lead,342
Bayer,https://www.linkedin.com/company/bayer,Head of Technical Compliance,2023-03,2024-12,INACTIVE,Other,Lead,342
Bayer,https://www.linkedin.com/company/bayer,Programm-Manager,2020-08,2023-02,INACTIVE,Project Management,Professional,342
Bayer,https://www.linkedin.com/company/bayer,Lead Engineer Commissioning and Qualification,2016-10,2020-08,INACTIVE,Consulting,Lead,342
QIAGEN,https://www.linkedin.com/company/qiagen,Senior Validation Scientist,2014-10,2016-09,INACTIVE,Information Technology,Senior,342
QIAGEN,https://www.linkedin.com/company/qiagen,Senior Scientist GMP Components,2013-01,2014-09,INACTIVE,Other,Senior,342
